date,xexpand_kappa,xexpand_kappa_se,xexpand_theta,xexpand_theta_se,xexpand_sigma,xexpand_sigma_se,xroll_kappa,xroll_kappa_se,xroll_theta,xroll_theta_se,xroll_sigma,xroll_sigma_se
2014-04-25,0.0803198286718944,0.0058809122574980816,0.690871060281392,0.049689000610872992,0.085206672584834144,0.0002753542322989932,0.086413606149052704,0.01552536255924814,0.67042137981998592,0.12160915086413506,0.099790507219932784,0.00076525755162692832
2014-04-28,0.080323668151285312,0.0058813724364707832,0.69089147083452296,0.049691325303014384,0.0852056644377232,0.00027530442182871428,0.085881711290052496,0.015499262636295954,0.67151245031918208,0.12223302393210186,0.0997823587606448,0.00076540754295214064
2014-04-29,0.080321189147436992,0.0058815487275375896,0.69095155109428,0.049695295995409824,0.085203917049601616,0.00027525833091772152,0.085601133847015488,0.015513204996244578,0.67227307388724104,0.12278069350960312,0.099768428306153152,0.00076570901736567216
2014-04-30,0.080309385906980096,0.005881821381443932,0.691031194779826,0.049706699536791648,0.085201557900081216,0.00027521682337638524,0.0853096027230736,0.015502793518004364,0.67381967765501504,0.1232040707681711,0.099746169264861136,0.0007661957539562912
2014-05-01,0.080298350406690512,0.0058816412677689584,0.69108185343713304,0.049714025188289976,0.085198848626035104,0.00027517855925355964,0.085066587407780704,0.015507042198259108,0.67414847660183296,0.12363595225004754,0.099719765226400848,0.0007667889132178856
2014-05-02,0.080265196805143104,0.0058813228386796608,0.69118994234362696,0.049734080694973944,0.085195540751423952,0.00027514685926528484,0.084726805566386,0.0154926105955913,0.674128428025628,0.12403114083025498,0.099699984024254128,0.00076743029023775728
2014-05-05,0.080300603564212896,0.0058804898129928616,0.69111169679981696,0.049709188351507664,0.08519252894450424,0.0002751117766643286,0.0853148234839812,0.015491970823933234,0.67187317112394192,0.1231480681370675,0.099689647077809168,0.00076779354180291056
2014-05-06,0.080332872069604192,0.0058799426709207632,0.69099869535539208,0.049686429796887032,0.0851898099546708,0.00027507366219071684,0.0851158593502072,0.015467580966177982,0.67176452222361304,0.1233042785211565,0.099670427094424448,0.000768301300025612
2014-05-07,0.0803218104003416,0.0058800981483597976,0.69110609425973104,0.04969660341255552,0.085186698015906432,0.00027503973172992188,0.085164299802645696,0.015485073927517148,0.67176073470362496,0.12333413460395184,0.099652947234388224,0.00076885484369598
2014-05-08,0.080323411490169104,0.0058799207817060544,0.69110860112880304,0.049696573842149408,0.08518357415681784,0.00027500595459728608,0.084821088107986592,0.01546610116560059,0.67252444116699096,0.12378001150359392,0.099628824516177488,0.00076951232189154912
2014-05-09,0.0802866540073984,0.0058799173650867152,0.691273579260272,0.049721648475240448,0.085179716200607616,0.00027498151518498736,0.084414933739066096,0.015456814958303208,0.67469790734397808,0.1244092744085892,0.099591150991984976,0.00077047096377371472
2014-05-12,0.080189716901381888,0.005879726084730968,0.69150703864024296,0.049778188147148656,0.0851754942156936,0.00027496244105335872,0.083511452186437504,0.015447648332157246,0.67681854817247104,0.1256091186111456,0.099555652183082704,0.00077153452892596432
2014-05-13,0.0801523992429568,0.0058784457812656104,0.69157777760588304,0.049795567425518872,0.0851721107298128,0.00027493178487469168,0.0832886044145244,0.015418715292979586,0.67612565874460792,0.1258037404530909,0.099537702309580512,0.00077213119177971728
2014-05-14,0.0801344492971348,0.0058762575300143096,0.69161716251285,0.049794836090806824,0.085168496575310096,0.00027490408222268528,0.0832229871440096,0.015393553228015114,0.675877204491354,0.12573536079745636,0.099520460142232544,0.00077274931283188176
2014-05-15,0.080322975953880208,0.005874863213377716,0.69131105646072496,0.049666917042192624,0.08516551377350488,0.00027486882053073308,0.084167814423262912,0.015367503800142726,0.67455457438813904,0.12395766413982826,0.09949726629083544,0.000773299728020024
2014-05-16,0.080272703683863392,0.0058751121551139184,0.69149247696386992,0.04969943760641628,0.085163030011141472,0.00027482861403323776,0.083795025746592192,0.015359834054026738,0.677014660551874,0.12471237561141372,0.099459678591171968,0.00077370132054693888
2014-05-19,0.080262972387417904,0.0058740229806986416,0.69153468756190496,0.049701477912994592,0.085161058274305776,0.00027478427522353404,0.083481607272415696,0.015338061170995098,0.67678196269437992,0.12513946379838384,0.099431521956540656,0.00077406665697676224
2014-05-20,0.080318456371115088,0.0058727226780162936,0.69143007795163504,0.049661150746722888,0.08515920504168576,0.00027473913054664808,0.083671188752145392,0.015316773936796754,0.67584825319053696,0.12478893303353468,0.099414824684634672,0.00077438713616744992
2014-05-21,0.0802219091924988,0.0058734711135706912,0.69169426821046896,0.049719399915213568,0.085156234646210528,0.00027470381346739192,0.082962111919652992,0.0153169525763581,0.67813391484611792,0.12569933122463344,0.099399422595924992,0.00077486263065085888
2014-05-22,0.080228056474719792,0.0058718990567064536,0.691715165454688,0.04970931643125044,0.085155070227048816,0.00027465492088970844,0.0828253366186492,0.015280067410311204,0.67894903542350208,0.12568651474947188,0.099394722158423888,0.00077495314384286512
2014-05-23,0.080111162646764,0.0058721012926050712,0.691868084121436,0.049776585735420544,0.085152639718329088,0.00027461433469478708,0.082057457302891904,0.015275702623312964,0.68077820343662096,0.12671708972473548,0.099386826714854816,0.00077518176716165712
2014-05-27,0.0801293304614056,0.0058691360744272456,0.69187597327075104,0.049749563324508944,0.085151213493267296,0.00027456671396643432,0.0808114645238144,0.015085284596587514,0.67842123605150392,0.12674173945726664,0.09936716590652088,0.00077544261924861952
2014-05-28,0.080146327980245504,0.0058664073336251136,0.691875789007542,0.049724084399788112,0.085149530716672368,0.00027452056512293804,0.080874293229735488,0.015064039366899422,0.67868795436047,0.12703291982340356,0.09932950744950176,0.00077559856897387584
2014-05-29,0.080111934039502304,0.0058649304766513008,0.69194120594472,0.04973793008617576,0.085147279602488032,0.00027447850815819756,0.0807199506085004,0.015048994167941222,0.68001085365761808,0.12754601199850118,0.099292494826495584,0.000775981338409784
2014-05-30,0.080061624285475008,0.0058632037389171832,0.692022305378714,0.049758508510785056,0.085144502155625968,0.00027444129205740076,0.080725344815952,0.01503335057016827,0.68282737070738496,0.1276416670323364,0.099251668884809152,0.00077651386617319808
2014-06-02,0.080078279884178496,0.0058600739122717144,0.69200918309151608,0.049730245147871328,0.08514168284475112,0.00027440452131742528,0.080766753334450304,0.014988790133322674,0.68261705368901704,0.12758689084620884,0.099216462263917408,0.00077711516542915328
2014-06-03,0.080116899112916096,0.0058576881663323072,0.691950506029814,0.049693954827689296,0.085138851303005808,0.00027436789490695428,0.081299003629898,0.014964710326730922,0.683580011368644,0.12686224546146734,0.09917983549498424,0.0007777088600802776
2014-06-04,0.080137050329414304,0.0058556448525365752,0.691906554914122,0.049669850942563344,0.085136033839271648,0.00027433114190310212,0.081144622489061696,0.014924275491534544,0.682189601876968,0.12696836936753824,0.099151631224690976,0.00077831641609774096
2014-06-05,0.0800885485001204,0.0058555107939084688,0.692042931815076,0.049701245536802904,0.085132549642683152,0.0002743020659362678,0.081060559681920208,0.014923350665028902,0.68486337314934496,0.1272056462115105,0.099113427401229728,0.00077913882078108624
2014-06-06,0.079925713039072192,0.0058604214749356312,0.692365041008166,0.049825348405169256,0.085128223814470544,0.00027428498991948596,0.0802956584976524,0.015020352026288412,0.68948250828116296,0.1289093354324054,0.099065448969945088,0.00078022393644161616
2014-06-09,0.0800139650916852,0.0058565889898565112,0.692285823589644,0.049749878317279976,0.0851267865896352,0.0002742375787035028,0.080416810060636496,0.014959717176784096,0.68759984213700496,0.12863773820320332,0.099049681208114128,0.00078045794192857472
2014-06-10,0.079972322202254096,0.005854830706748056,0.692361796893466,0.049764768651005448,0.085125021154240784,0.00027419210334425488,0.080937983001098192,0.014859068027674602,0.69156500668647304,0.12655419807200488,0.099013374307045088,0.0007806630363836368
2014-06-11,0.080076841031013392,0.0058526554404641072,0.69221911618675704,0.049688357720827768,0.085123642009123008,0.00027414443148401652,0.083868016825537408,0.015042529590648822,0.69512138698825496,0.12470766051768002,0.09896251863008928,0.00078025438787847872
2014-06-12,0.0801508620711536,0.0058525637188661376,0.69202477187242696,0.049641093234214768,0.085123564337600928,0.00027409331998399692,0.083574765171980304,0.015098552165511358,0.69198728817560496,0.12591240595670608,0.09892946209227536,0.0007799437170522728
2014-06-13,0.080151011011736704,0.00585251185428576,0.69209662681856696,0.049643413829701688,0.085123689178872608,0.00027404224497593272,0.082378298545581504,0.015003050478611312,0.6903181195537,0.1265347106149324,0.098912625946501472,0.00077993134036966976
2014-06-16,0.080169948037433504,0.0058521319343385232,0.692019850191722,0.049630217909186296,0.085123949890152992,0.0002739912846164972,0.081799307160896896,0.014986244475613468,0.687654994582764,0.1272106928475096,0.098904742185207136,0.00077996105710034816
2014-06-17,0.0801675322240028,0.0058522467517704864,0.69213382417495392,0.049634562247228448,0.085123217274734368,0.00027394119887605548,0.081764532708418704,0.015005234426626434,0.688382324050824,0.12761860297547626,0.098893032762182912,0.00078009590414789936
2014-06-18,0.080041663651299808,0.0058541757129455032,0.69247171690544992,0.049714119634700784,0.08512072862751488,0.00027390145840672636,0.081208161211172,0.015023018333241022,0.69307545282337304,0.12856124823464226,0.0988661559524244,0.00078059447524098944
2014-06-19,0.080035504903936496,0.0058526539740496424,0.69251769494576096,0.049710824671401008,0.085121747232056832,0.00027385232316778616,0.082053692698804704,0.015060957963975316,0.69653935950270792,0.12856301116232086,0.098856656120652928,0.00078055673143457616
2014-06-20,0.080062474346192096,0.0058508707380437312,0.69251496311905304,0.049686226798708328,0.085122400039009248,0.00027380209043206984,0.0817996380930016,0.015040898914078934,0.69498374678955496,0.12870845275707618,0.098845100419352288,0.00078054758595239856
2014-06-23,0.080077259234465104,0.0058496616737773288,0.69252024156209904,0.049672859067262976,0.085122670932452384,0.00027375123236263768,0.081401207800567504,0.015005167246522062,0.693688291727148,0.12885968624219166,0.09884130791988848,0.00078057855657091024
2014-06-24,0.080185853431546896,0.0058494597138247896,0.69226380152191,0.049601703766568656,0.085123887066826352,0.00027370296104124284,0.081689005696864304,0.014986254534803502,0.68970427301767104,0.12795175784715582,0.0988563081475152,0.0007804231937064776
2014-06-25,0.080186353076217008,0.0058495903332395376,0.69234384112502704,0.049604766070771904,0.085125797566221648,0.0002736586753671136,0.081719577422796992,0.014992151522862572,0.68894869501894192,0.12788800701518236,0.098877043882028384,0.00078026433171715616
2014-06-26,0.080195673939234304,0.005849346883316288,0.69234935543863,0.049599625339624704,0.085127360320528848,0.00027361220135718748,0.082049683387469808,0.014996430411532604,0.68749692238639104,0.12745449790951794,0.098899880686556384,0.00077997425542223584
2014-06-27,0.080187405486724096,0.0058494240179195024,0.69242464036898,0.049607660244500792,0.085127743096267008,0.00027356155034717184,0.081791477188304496,0.015008650569061382,0.68869466121221704,0.12797865246078794,0.098912762627212208,0.00077973997770686
2014-06-30,0.080207952794770304,0.005849196171311748,0.692379884241366,0.049595578633774304,0.085128120107093632,0.00027351091027801916,0.081746126109667904,0.01500424590032589,0.68900608186778104,0.12804326082154774,0.09892606875615224,0.00077949350514743136
2014-07-01,0.080194454813519312,0.0058491217886790688,0.69247394439788904,0.049605144340521152,0.08512749730443376,0.00027346073847264516,0.0816743932366356,0.015003862373354318,0.69001783933332808,0.12809717690736846,0.09889140469839424,0.0007794096827584928
2014-07-02,0.080168271878001904,0.0058489021757218088,0.69256559967138,0.04962155189516632,0.085126245732689104,0.00027341274085673556,0.081532710865947696,0.01500491835692153,0.69139360353134608,0.12811523027779206,0.098897141912408384,0.00077923807762204368
2014-07-03,0.0800997826687516,0.0058485236823971784,0.69270987045882208,0.049660743036296456,0.085124148978401344,0.00027336993821519588,0.079984891694258592,0.014937462670642442,0.692414122227784,0.13045206721485056,0.098883527890105296,0.00077958121951651936
2014-07-07,0.080266133118996592,0.0058476472873701016,0.692420878588478,0.04955140757629536,0.085123654296113536,0.00027331955945185052,0.081386329431104512,0.014939094156871446,0.69219843819316192,0.12828346881238742,0.09885987191691752,0.00077963679703808608
2014-07-08,0.080287978909348704,0.0058473633230551368,0.69231730398746808,0.049535863933486464,0.08512547110219344,0.0002732747912177686,0.081648841374528304,0.014969899396813184,0.69167655138919304,0.1283465960632578,0.098854996602252944,0.00077959389481162336
2014-07-09,0.080296387682677104,0.0058476588846835144,0.692367156771138,0.049534857108628808,0.085126717803672672,0.00027322684565653232,0.082045120538046112,0.015025644676576478,0.69321002416904,0.12854280621746326,0.09884432304000848,0.00077952527849720384
2014-07-10,0.080301125496417392,0.005847252490173572,0.69221388650313896,0.049526780540656592,0.085128578993322032,0.00027318241436149908,0.0817027924909912,0.014994064043747338,0.69077971096898704,0.12852303860409184,0.098847835647755168,0.00077953664207491856
2014-07-11,0.0803199883345368,0.0058476946400731904,0.69227505953078096,0.049519613636494496,0.085130116362318544,0.00027313598718506524,0.082107275011019904,0.015047536870488428,0.69247927105154408,0.12872694212339514,0.09884242847385112,0.0007795055924810064
2014-07-14,0.0803297379581224,0.0058482056054078272,0.692310974232256,0.049518469113589808,0.085130843526461744,0.00027308621955526596,0.0817117111908556,0.015021271878624542,0.69150868955216904,0.12888877533551274,0.098840673649167104,0.00077951379955719232
2014-07-15,0.080335415513999296,0.0058483148609467968,0.69227958788798504,0.049515266158167496,0.085131183941515152,0.00027303571466699444,0.082066646608678096,0.015033405252408276,0.69169239787437096,0.12819671329575836,0.098836519554940544,0.00077954311477843632
2014-07-16,0.080341122844778,0.0058483660856602408,0.69249684115642696,0.049515552754250264,0.085129874960215488,0.00027298815467097372,0.081776698279490896,0.015024563294701796,0.69246779558185,0.12878318016049612,0.09883184561510056,0.000779648754606464
2014-07-17,0.0803749740107932,0.0058412935633011536,0.69180098391232904,0.0494305618706364,0.08513356071655544,0.00027296235975938408,0.083333557503151296,0.014819564654962814,0.69145328097856296,0.12576004558278168,0.098881371580690272,0.0007803881796542688
2014-07-18,0.080448426656924304,0.0058415778259945528,0.69192770315777696,0.049390236290584432,0.085142042693839072,0.00027304347016817836,0.083440957206143904,0.0148411098989832,0.692921354742448,0.12591729404309438,0.099025757019693312,0.00079269661042827728
2014-07-21,0.080450465420694,0.0058416577806543664,0.69188920846221704,0.049389109731520072,0.08515276056212296,0.00027320311274879924,0.083998189955930496,0.01486138879782419,0.694325565044608,0.12525564423232328,0.099123548717109904,0.0007991713866853848
2014-07-22,0.080470617047602592,0.005842111736923316,0.69194073924156696,0.049382371997884592,0.085161461362342112,0.00027329096038692664,0.084288112238788288,0.014863638106774064,0.695692771430516,0.1247691525161687,0.099139819282666336,0.0007996887504265816
2014-07-23,0.080487046344466,0.0058426848968835232,0.692014783604012,0.049378948980610816,0.085167787713913088,0.00027331348918307008,0.085136853672713392,0.014892110174046406,0.69811110628598704,0.12389571112273116,0.09911012652900792,0.00079927153689310128
2014-07-24,0.0804978315251048,0.0058430251654773496,0.69200135675853504,0.049375409649739088,0.085173903458837472,0.00027333122377910292,0.0858528864606316,0.014916075004917814,0.69919194169886504,0.1230859351047483,0.099078341476140368,0.00079870674387899952
2014-07-25,0.080495560977578208,0.0058429616814119984,0.69192052154927,0.049374548134207312,0.085180324084971936,0.00027335595121055924,0.0857661478979028,0.01514123385196471,0.69565510228121296,0.12420744782765436,0.09909435708266192,0.0007992391219566168
2014-07-28,0.080504475072985504,0.0058436795485846432,0.691930801658352,0.049374227405065808,0.0851860770192208,0.00027336581016760372,0.086695548521993104,0.014902471740683138,0.69918274233732504,0.12147972437244212,0.099078970758424896,0.000798981870907888
2014-07-29,0.080488412105689696,0.0058434267132061432,0.69185359890339208,0.049378946481772536,0.085191798701899824,0.00027337501863282172,0.087595048096291808,0.01487285177694999,0.700089659570166,0.1197720382576536,0.099065584003432672,0.00079890167588970304
2014-07-30,0.080485770832718192,0.0058437043954187168,0.69183166332552304,0.049379864399473624,0.08519698493274536,0.00027337355040681744,0.0873021247498596,0.014945713847218498,0.69996197873351296,0.12088843931852044,0.09902084846152512,0.00079730568919783232
2014-07-31,0.080352671240932896,0.0058407031744031824,0.69158001511619808,0.04944248624092496,0.08520577212127688,0.00027346410812642496,0.087600109654113696,0.01489809127508448,0.69912755074641096,0.12026335949674084,0.09897110640757464,0.0007941096216622936
2014-08-01,0.080324579310277008,0.0058395268671702112,0.69154261578141896,0.049445850125581008,0.085218338583491312,0.00027370207686065096,0.0888229015783044,0.01478621433224697,0.70051569758756304,0.11745844734375766,0.098944064426153488,0.00078906959069179056
2014-08-04,0.080389139329189104,0.0058380676896681392,0.69161541197328,0.049392009225777272,0.085226924631075488,0.00027378604139091868,0.088434945139444192,0.01511137239376201,0.70032247583800496,0.12092159682503568,0.09888431273517936,0.00078380510876676288
2014-08-05,0.080309232487611808,0.0058371861631745864,0.69149186464447496,0.049429946514228288,0.085236950597836768,0.0002739188820669366,0.084515643376532,0.014554587780833502,0.692832544480406,0.12020820323916152,0.098810879273987408,0.00077421991537558336
2014-08-06,0.0803028239128308,0.0058354927541748592,0.69147710209684496,0.049414230623052424,0.085246092435598768,0.00027402069781548312,0.089139149077356992,0.014964249276797042,0.70052198489404608,0.11832093443090858,0.098748767811507536,0.00076775200106183296
2014-08-07,0.080262014635413696,0.0058340519405325736,0.691415938454544,0.049421347223483792,0.08525432898431056,0.00027409374990178996,0.088894011209642608,0.01509692634713232,0.70000738530180592,0.11997174587351234,0.098687858454423328,0.00076329806059874496
2014-08-08,0.080279048919826592,0.0058321046420086584,0.69142817777531392,0.0493878072431662,0.08526048630681464,0.00027411217931429412,0.088380524812185808,0.015249618357720022,0.69939764095779,0.12220711901411562,0.098647343318023488,0.00076144989161780432
2014-08-11,0.080360207492140592,0.0058311023858661336,0.69154700798115696,0.0493270513881016,0.085263948165063184,0.00027408331436029572,0.090237607868721696,0.015249180514373108,0.702276423961212,0.11969709331622814,0.098590836371239904,0.00075947133687433616
2014-08-12,0.080357722572074512,0.0058304173618694824,0.691532312140022,0.0493164722947922,0.085267061682873344,0.00027405028754538576,0.091953495987375808,0.015183180647868956,0.70419361364519392,0.11660378699475312,0.098555951120820528,0.0007582803027493312
2014-08-13,0.080424990496666096,0.0058308816125732104,0.691693917437032,0.049281601616054448,0.085268033533980688,0.00027400131265638788,0.085841793158543408,0.014800999219993386,0.69475172904777504,0.12078004815153926,0.09846589993000376,0.0007529352103457384
2014-08-14,0.0804401423681688,0.0058310521406250152,0.69176774205973104,0.049271557073841704,0.085268637492703104,0.00027395129842658972,0.089075028921382592,0.0145358760250965,0.698569006946522,0.11356928090336362,0.098357181119893024,0.00074557469163335008
2014-08-15,0.080435960672907488,0.0058309731304728152,0.69165160049839704,0.049271510396405512,0.085269621224836896,0.00027390240363082276,0.091887452361413104,0.014745672989775044,0.700400083128348,0.11179493634872168,0.098263368782092096,0.00073970988481885536
2014-08-18,0.080466822217070112,0.0058311825962252912,0.69179382385350896,0.049255963555159696,0.085269520373220384,0.00027385177924916172,0.094454338522949104,0.015567554610606182,0.70846027688020296,0.11681887295776122,0.098199159404838944,0.0007374622473333776
2014-08-19,0.080471702646083088,0.0058317240397711464,0.69182732202724096,0.04925558655231756,0.08526934550200528,0.00027380121086075764,0.095424897408134208,0.015668867228930162,0.70986164209650104,0.11657004171958394,0.09814381324171184,0.00073567082555207248
2014-08-20,0.080468852462721296,0.005831772761310712,0.69193206220522896,0.049257795941614928,0.085268130203728864,0.00027375330293815884,0.0952928113451756,0.014814383742566068,0.70571888687924,0.10780551761226898,0.098063556740148608,0.00073315065953779136
2014-08-21,0.080469048369319696,0.0058319414660559576,0.69196034543008696,0.049258210890435912,0.085266714766935312,0.00027370637551167044,0.093148629614770992,0.01540312653871874,0.70405724964501704,0.11599962677406736,0.098000660255707712,0.00073204891245126848
2014-08-22,0.0804536076725168,0.0058318309502162336,0.69204946278423,0.04926679801607288,0.085264540504340784,0.00027366444359284716,0.090366334606453296,0.0163212077327871,0.701782535878512,0.12898848859448772,0.097949623754038432,0.00073195328236494656
2014-08-25,0.080468958477500192,0.005831519320636316,0.69201427670150696,0.049255338048127008,0.08526239905297264,0.00027362227132646828,0.096860921661795392,0.015992150061406828,0.71317829847977096,0.11781848764545058,0.09790201066571808,0.0007317370146544312
2014-08-26,0.080464804723981808,0.0058314810200504672,0.692047333091662,0.049257510277473608,0.085259858414877136,0.00027358353332474588,0.096883894960407296,0.016156451067476784,0.71337918262519592,0.11943775670105988,0.097860717601925008,0.00073187173005507904
2014-08-27,0.080472910375709104,0.005831207318847452,0.69202167784276704,0.049250261503827568,0.085257133192431504,0.00027354659013775384,0.097626800051180096,0.016210320589048934,0.71410514215989896,0.1191229956357759,0.097822522382679648,0.00073208338495744816
2014-08-28,0.080484237571431808,0.005830980460915608,0.69196446094210992,0.049241037714295368,0.085254328241893008,0.00027351047095267712,0.098518376437428496,0.016193458686032888,0.71478340881815304,0.1179081207203843,0.097781273611688112,0.00073213880077975376
2014-08-29,0.080486038361004304,0.0058312301858981352,0.69196180536208792,0.049241510181685672,0.085251287064182208,0.00027347689458692412,0.100005624995954,0.016116574803882528,0.71630346173253,0.11538127993282126,0.097729231951817488,0.00073177224585054096
2014-09-02,0.080491025156775792,0.0058314016504678544,0.69192089610653296,0.049239194349575104,0.085248088465156768,0.00027344513192434108,0.0991333752996512,0.016384297122696442,0.71511788409391696,0.1188699011860618,0.09769059691769312,0.00073186288749479152
2014-09-03,0.080494382916891392,0.005831532052881968,0.69188682523501496,0.049237148467165432,0.085244727247293504,0.00027341533740101024,0.100003708376537,0.016414167684977512,0.715927453331236,0.11812696029038102,0.097650476035355808,0.0007318765883222728
2014-09-04,0.080498559007786704,0.0058316383702420136,0.69179460054060408,0.049234263949997056,0.08524138637164152,0.00027338531058676384,0.0998742390655696,0.01587462723674046,0.71115779101145208,0.11180274776994028,0.097588295604908112,0.00073182650813194432
2014-09-05,0.080507004798645104,0.00583190046062114,0.69197561508369896,0.049232711798728872,0.085237450770214912,0.00027336321627941944,0.102677124860857,0.016359112473851298,0.71506295201440592,0.11287252266132756,0.09752183171942384,0.00073191800518975232
2014-09-08,0.080525969554278192,0.00583164267733746,0.69182278536348296,0.049219040887528168,0.085234312930565136,0.00027333081531825136,0.102572668175334,0.016547714248484686,0.71822205063409608,0.11620761652906706,0.097490427005439216,0.00073165935135067568
2014-09-09,0.0805146284413988,0.0058309902361648848,0.69163432944463,0.04921933398873116,0.085232071568192784,0.00027328960915223448,0.101758597998336,0.016639943339737774,0.71655350373260792,0.11799564639170592,0.09747947913278752,0.00073159135098449184
2014-09-10,0.080548148237963088,0.0058315557459280024,0.69176097418964296,0.04920335417265056,0.085229714047723072,0.00027324939875116528,0.100829605376873,0.016672703528973508,0.71551604332060904,0.11935065851956624,0.097480953547343408,0.00073158999290756976
2014-09-11,0.080555926333617792,0.0058320111620081152,0.69177101936168096,0.049201608726569952,0.08522729662997288,0.00027320972996213256,0.100625504799048,0.016755537737590066,0.71526630722280608,0.12045652956042516,0.0974788750429276,0.00073160828562433024
2014-09-12,0.080552627701427008,0.0058318154016533768,0.69164988519217496,0.049200192744131184,0.085224996709802256,0.00027316906478990604,0.101024514993824,0.016753012983993488,0.715603199216124,0.11992934246861494,0.097469198438186688,0.00073169790016284688
2014-09-15,0.080524015544185296,0.0058311917557401104,0.69148407780514696,0.049210300542635544,0.085223302731648832,0.00027312398751133096,0.101410355962346,0.016780386423168218,0.71561139722665304,0.11974871619158806,0.097471238144369776,0.00073168811948325328
2014-09-16,0.080617009712061904,0.005831959837083512,0.691873692905844,0.04916787777013484,0.085220601515898208,0.00027308703427808248,0.102472227781989,0.0167812793959062,0.71821936920813104,0.11846797539820824,0.0974568583691472,0.00073168784771409984
2014-09-17,0.0806249614041448,0.005832338068457232,0.69189992086322704,0.049166830687440872,0.085219163598923296,0.00027304052366174472,0.102895194044137,0.016728887284304178,0.71511653576522208,0.11569752151578616,0.097418893197952752,0.0007313963663132592
2014-09-18,0.0806153740309688,0.0058325020764287264,0.69206339057353808,0.049176139043652408,0.085216673263506496,0.00027300160330865236,0.104338566494048,0.016995124470994362,0.71776181981618,0.1164437007843356,0.097372969719753376,0.00073134313881061664
2014-09-19,0.080623341973670704,0.0058326502319560512,0.69207029602254496,0.049175013902225008,0.085214534207464336,0.00027295972216772508,0.104348945714771,0.01693261336263716,0.72172469446739392,0.1175873250899458,0.097350131326910944,0.00073129925957601248
2014-09-22,0.080671511085174704,0.0058304350965713848,0.69170698689131504,0.049125090884653824,0.085213513898808224,0.00027291138374889672,0.104770705990608,0.017046041355531242,0.71994267635158608,0.1181372896170562,0.097336739004214784,0.00073131623595107968
2014-09-23,0.080632875880860592,0.005829717768343072,0.69154946020727704,0.049138791448854576,0.085216017723255728,0.00027287264373650968,0.105567538087696,0.017022443474910058,0.72058269641416688,0.11697402947442422,0.097377472601499136,0.00073314371184943472
2014-09-24,0.080714802333774208,0.0058302151953003376,0.69176703215287704,0.049096798388533184,0.08521700234813464,0.00027282420932419964,0.106182194077122,0.017141563762124306,0.72172861040012112,0.11733225716622476,0.097393038343598976,0.00073341918396082816
2014-09-25,0.080655854575901296,0.0058283326256052792,0.69148456031441696,0.049111274362332872,0.085221401156308688,0.00027280948201797264,0.106475609321061,0.017079602933857556,0.72108376087492304,0.11646615489805446,0.097424846941507232,0.00073471104794064224
2014-09-26,0.080684263114899904,0.0058284003983143832,0.69152891851733504,0.049095003818021512,0.0852270892437188,0.00027281860380525968,0.107517622427638,0.01729187764903243,0.72219771957761008,0.11723086144924592,0.097477395858936464,0.00073802742773184704
2014-09-29,0.080645385289775696,0.0058277575546514008,0.69142830672809496,0.049109348130594712,0.085233123634927104,0.00027283517080537508,0.105793861862508,0.017233756965813998,0.72004696935267696,0.1186032740788881,0.097504388426618912,0.00073867201702321264
2014-09-30,0.080624225584008592,0.0058271836803245736,0.691380036444866,0.0491139972361614,0.085239095406643216,0.00027285036221994,0.1044956505489,0.017192152264385886,0.718207802989966,0.11969585485296396,0.097539668594148304,0.00073931837177863616
2014-10-01,0.080594601465454704,0.0058262641993327344,0.69131922954182904,0.04912004842541972,0.085244543940639248,0.00027285460660938632,0.104274681205806,0.01739902181110218,0.71139343050431904,0.1209819520766695,0.097580033546138128,0.00073992522583641136
2014-10-02,0.080608988116046096,0.0058253675601659408,0.69132853126061104,0.049099652091193472,0.085248550407981136,0.0002728338724741386,0.104747481157999,0.017310877268609758,0.71343003103079192,0.12088502571339424,0.097610339021135056,0.00074008505800262
2014-10-03,0.080699116264330096,0.0058255418092212176,0.69150039813911304,0.04904856462063764,0.085250097704300592,0.000272788121300597,0.105938003052587,0.017379039803912568,0.715407301943074,0.12024873412042192,0.097635371085832816,0.00073973542715667504
2014-10-06,0.080669999336021904,0.0058251133521403968,0.69138942571957296,0.04905925863325904,0.085252822952881808,0.00027275161471319544,0.106109002948028,0.017354968764844536,0.718041670119552,0.1217485616121455,0.097661360110248368,0.00073955841608242368
2014-10-07,0.080592091297559696,0.0058242269615447928,0.69121956293824504,0.04909717859615088,0.085256994196914944,0.00027273340860758524,0.105007273016686,0.017280170524419964,0.718752206275564,0.12296517567462728,0.097706612906697984,0.00073938109407404704
2014-10-08,0.080705486608591104,0.005824242971826932,0.69140419074043704,0.049031585723160016,0.085259549820325728,0.00027269529078107272,0.105621885420796,0.017161147329095734,0.72145264068673904,0.12120160504826994,0.097739126435774336,0.0007389222490912576
2014-10-09,0.080576555995132992,0.0058231810276598936,0.69110656884463096,0.049105557259115936,0.085266217190824688,0.00027272672463109428,0.103251300710072,0.017120351290935442,0.71904766412636,0.12344655782220624,0.097808912235674464,0.00073890001641976544
2014-10-10,0.080478695210756896,0.0058223042285042688,0.69098197934415192,0.049152756978068072,0.08527917863054536,0.00027298453225522116,0.100329249923308,0.016988098348519304,0.71025947580674,0.12283618239930382,0.097957177828150112,0.00075375264503949984
